Binomial.1.2,Updated_taxonomy_MammalDiversityDatabase,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Mass.g,Mass.Method,Mass.ref,Notes.mass,IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.ref,Notes.Diet,Scavenging,Scav.ref,Scav.notes,Locomotion.ambulatory,Locomotion.cursorial,Locomotion.bound,Locomotion.scansorial,Locomotion.ref.,Taxon.Inferred.from.locomotion,Notes.locomotion,Cooperative.hunting,Cooperative.hunt.ref.,Taxon.inferred.from.cooperation,Notes.cooperative,Hunting.terrestrial,Hunting.arboreal,Hunting.fossorial,Hunting.fishing,Hunting.habitat.ref,Taxon.Inferred.from.hunting.habitat,Notes.hunting.habitat,Ambush,Pursuit,Pounce.pursuit,Opportunistic,Taxon.Inferred.from.habitat.method,Notes.hunting.method,Hunting.method.ref.,Bone.consumer,Bone.ref,Hunting.time.nocturl,Hunting.time.crepuscular,Hunting.time.diurl,Hunting.time.ref,Taxon.inferred.timing,Notes.hunting.time,Brain.mass.g,Brain.mass.method,Brain.mass.ref,EQ.SR.,EQ.ICR.,EQ.PGLS.,EQ.method,EQ.ref
Dasyurus_maculatus,,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,5500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,NT,0,70,30,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Cunningham, Calum X., et al. ""Top carnivore decline has cascading effects on scavengers and carrion persistence."" Proceedings of the Royal Society B 285.1892 (2018): 20181582.",,1,0,1,1,"Jones, Menna E. ""Convergence in ecomorphology and guild structure among marsupial and placental carnivores."" Predators with pouches: the biology of carnivorous marsupials(2003): 285-296. Jones, M. E., Rose, R. K., & Burnett, S. (2001). Dasyurus maculatus. Mammalian Species, 2001(676), 1-9.",N/A,N/A,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.) Belcher, C. A., & Darrant, J. P. (2004). Home range and spatial organization of the marsupial carnivore, Dasyurus maculatus maculatus (Marsupialia: Dasyuridae) in south-eastern Australia. Journal of Zoology, 262(3), 271-280.",N/A,Lack of evidence to support cooperative hunting,1,1,0,1,"Jones, Menna E., Georgina C. Smith, and Susan M. Jones. ""Is anti-predator behaviour in Tasmanian eastern quolls (Dasyurus viverrinus) effective against introduced predators?."" Animal Conservation Forum. Vol. 7. No. 2. Cambridge University Press, 2004.Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,1,0,0,0,N/A,Morphologically inferred to be an ambush predator.,"Jones, Menna E. ""Convergence in ecomorphology and guild structure among marsupial and placental carnivores."" Predators with pouches: the biology of carnivorous marsupials(2003): 285-296.",1,"Jones, M. E., Rose, R. K., & Burnett, S. (2001). Dasyurus maculatus. Mammalian Species, 2001(676), 1-9.",1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,5,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.14,0.02,0.21,Calculated,"Formulas from Boddy et al., 2012"
Didelphis_aurita,,Didelphimorphia,Didelphidae,Didelphis,aurita,1164,Reported,"Marquet, P. A., and H. Cofre. 1999.  Large temporal and spatial scales in the structure of mammalian assemblages in South America: a macroecological approach. Oikos 85:299–309.",N/A,LC,20,60,20,Reported ,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Santori, R. T., D. Astúa de Moraes, and R. Cerqueira. ""Diet composition of Metachirus nudicaudatus and Didelphis aurita (Marsupialia, Didelphoidea) in southeastern Brazil."" (1995): 511-516",N/A,0,0,0,1,"Antunes, V. Z., Delciellos, A. C., & Vieira, M. V. (2016). Postural climbing behaviour of didelphid marsupials: parallels with primates. Oecologia Australis, 20(3).",N/A,N/A,0,"Brum, M. D. N., Melo, G. L., & Caceres, N. C. (2022). Ecological evidence of hierarchy and competition in Didelphis aurita females. Mammalian Biology, 102(5-6), 1709-1721.",N/A,N/A,1,1,0,0,"Cáceres, N. C., & Monteiro-Filho, E. L. (2001). Food habits, home range and activity of Didelphis aurita (Mammalia, Marsupialia) in a forest fragment of southern Brazil. Studies on Neotropical Fauna and Environment, 36(2), 85-92. Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.
",N/A,Scansorial and the family eats birds regularly,0,0,0,1,N/A,Inferred from very broad and omnivorous diet,"Cáceres, N. C., & Monteiro-Filho, E. L. (2001). Food habits, home range and activity of Didelphis aurita (Mammalia, Marsupialia) in a forest fragment of southern Brazil. Studies on Neotropical Fauna and Environment, 36(2), 85-92.",0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,6,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.55,0.07,0.68,Calculated,"Formulas from Boddy et al., 2012"
Didelphis_marsupialis,,Didelphimorphia,Didelphidae,Didelphis,marsupialis,1091.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,20,60,20,Reported ,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",,1,"Young, Alexandria. ""The effects of terrestrial mammalian scavenging and avian scavenging on the body."" Taphonomy of Human Remains: Forensic Analysis of the Dead and the Depositional Environment: Forensic Analysis of the Dead and the Depositional Environment (2017): 212-234",N/A,1,0,0,1,"Eisenberg, J. F., & Wilson, D. E. (1981). Relative brain size and demographic strategies in didelphid marsupials. The American Naturalist, 118(1), 1-15.",Genus,N/A,0,"Ryser, J. (1995). Activity, movement and home range of Virginia opossum (Didelphis virginiana) in Florida. Bulletin of the Florida Museum of Natural History, 38(6), 177-194.",N/A,N/A,1,1,0,0,"Adler, G. H., Carvajal, A., Davis-Foust, S. L., & Dittel, J. W. (2012). Habitat associations of opossums and rodents in a lowland forest in French Guiana. Mammalian Biology, 77, 84-89.",N/A,N/A,0,0,0,1,N/A,N/A,"Rojas-Sánchez, J. V., Sánchez-Cordero,  V., Coates, R., Hernández-Jauregui, M., & Flores-Martínez, J. J. (2023). Philander opossum as prey of Didelphis marsupialis in a rainforest in México. Therya Notes, 4, 177-182.",0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,6,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.61,0.08,0.74,Calculated,"Formulas from Boddy et al., 2012"
Didelphis_virginiana,,Didelphimorphia,Didelphidae,Didelphis,virginiana,2195.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,20,60,20,Reported ,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Olson, Z. H., et al. ""Scavenger community response to the removal of a dominant scavenger."" Oikos 121.1 (2012): 77-84.",N/A,1,0,0,1,"Serrat, M. A., Reno, P. L., McCollum, M. A., Meindl, R. S., & Lovejoy, C. O. (2007). Variation in mammalian proximal femoral development: comparative ananalysis of two distinct ossification patterns. Journal of anatomy, 210(3), 249-258. (AMBULATORY)

Delciellos, A. C., & Vieira, M. V.  (2023). Positional Behavior and Locomotor Performance of American Marsupials: Links with Habitat and Substrate Use. In American and Australasian Marsupials: An Evolutionary, Biogeographical, and Ecological Approach (pp. 981-1003). Cham: Springer International Publishing. (SCANSORIAL)",N/A,N/A,0,"Gardner, A. L. (1982). Virginia opossum. Wild mammals of North America: biology, management, and economics. Johns Hopkins University Press, Baltimore, MD, 3-36.",N/A,N/A,1,1,0,0,"Gardner, A. L. (1982). Virginia opossum. Wild mammals of North America: biology, management, and economics. Johns Hopkins University Press, Baltimore, MD, 3-36.",N/A,N/A,0,0,0,1,N/A,N/A,"Whitaker Jr, J. O., Jones, G. S., & Goff, R. J. (1976, January). Ectoparasites and food habits of the opossum, Didelphis virginiana, in Indiana. In Proceedings of the Indiana Academy of Science (Vol. 86, pp. 501-507).",0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,7,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.42,0.06,0.57,Calculated,"Formulas from Boddy et al., 2012"
Dusicyon_australis,,Carnivora,Canidae,Dusicyon,australis,13095,Median of empirical estimates,See FossilBodySizeSources.csv,,EX,0,100,0,Ecomorphology; stable isotopes,"(1) Mivart, S. G. 1890. A monograph of the Canidae. London. (2) C. Meloro, J. Hunter, L. Tomsett, R. Portela Miguez, F. J. Prevosti, R. P. Brown. 2017. Evolutionary ecomorphology of the Falkland Islands wolf Dusicyon australis. Mammal Review 47:159�163. Clark, Tyler James, Bugge Vick, Jason Newton, Ilaria Marengo, and Ewan D. Wakefield. 2021. A wolf in fox's clothing? Using stable isotopes to quantify ecological replacement."" Conservation Letters 14(3): e12791.",N/A,N/A,N/A,N/A,0,1,0,0,"Lyras, G., & van der Geer, A. (2006). Adaptations of the Pleistocene island canid Cynotherium sardous (Sardinia, Italy) for hunting small prey. Cranium, 23(1), 51-60.",N/A,N/A,0,N/A,N/A,Lack of evidence to support cooperative hunting,1,0,0,0,N/A,N/A,No evidence to suggest anything other than terrestrial.,0,1,0,0,N/A,Described as clustering morphologically with old world jackals,"Meloro, Carlo, et al. ""Evolutionary ecomorphology of the Falkland Islands wolf Dusicyon australis."" Mammal Review47.2 (2017): 159-163.",0,N/A,N/A,N/A,N/A,N/A,N/A,Extinct,88,Imputed,COMBINE (imputation_phylo_756),0.49,0.1,1.04,Calculated,"Formulas from Boddy et al., 2012"
Dusicyon_avus,,Carnivora,Canidae,Dusicyon,avus,15245,Median of empirical estimates,See FossilBodySizeSources.csv,,EX,74.5,51,74.5,Ecomorphology; stable isotopes,"Prevosti, F. J., and S. Vizcaíno. 2006. The carnivore guild of the late Pleistocene of Argentina: paleoecology and carnivore richness. Acta Paleontologica Polonica 51(3): 407-422. Prevosti, Francisco J., and Fabiana M. Martin. 2013. Paleoecology of the mammalian predator guild of Southern Patagonia during the latest Pleistocene: ecomorphology, stable isotopes, and taphonomy. Quaternary International 305: 74-84.",N/A,N/A,N/A,N/A,0,1,0,0,"Lyras, G., & van der Geer, A. (2006). Adaptations of the Pleistocene island canid Cynotherium sardous (Sardinia, Italy) for hunting small prey. Cranium, 23(1), 51-60.",N/A,N/A,0,N/A,N/A,Lack of evidence to support cooperative hunting,1,0,0,0,N/A,N/A,No evidence to suggest anything other than terrestrial.,0,0,1,0,N/A,Closely resembled Lycalopex spp. but larger and more carnivorous ,"Prevosti, Francisco J., and Fabia M. Martin. ""Paleoecology of the mammalian predator guild of Southern Patagonia during the latest Pleistocene: ecomorphology, stable isotopes, and taphonomy."" Quaternary international 305 (2013): 74-84.",0,N/A,N/A,N/A,N/A,N/A,N/A,Extinct,73,Imputed,COMBINE (imputation_phylo_756),1.11,0.19,1.94,Calculated,"Formulas from Boddy et al., 2012"
Eira_barbara,,Carnivora,Mustelidae,Eira,barbara,3910,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,21,69,10,Reported ,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Society B 284:20162116.",N/A,0,N/A,No evidence,0,1,0,1,"Presley, S. J. (2000). Eira barbara. Mammalian species, 2000(636), 1-6.",N/A,N/A,0,"Presley, S. J. (2000). Eira barbara. Mammalian species, 2000(636), 1-6.",N/A,N/A,1,1,0,0,"Presley, S. J. (2000). Eira barbara. Mammalian species, 2000(636), 1-6.",N/A,N/A,0,1,0,0,N/A,N/A,"Presley, S. J. (2000). Eira barbara. Mammalian species, 2000(636), 1-6.",0,N/A,0,1,1,"Presley, S. J. (2000). Eira barbara. Mammalian species, 2000(636), 1-6.",N/A,,38,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.42,0.21,2.08,Calculated,"Formulas from Boddy et al., 2012"
Felis_bieti,,Carnivora,Felidae,Felis,bieti,7750,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 1 (2009)",N/A,VU,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,0,1,"Gonyea, W., and R. Ashworth. ""The form and function of retractile claws in the Felidae and other representative carnivorans."" Journal of Morphology 145.2 (1975): 229-238.",N/A,N/A,0,"Dalerum, Fredrik. ""Phylogenetic reconstruction of carnivore social organizations."" Journal of Zoology 273.1 (2007): 90-97.",N/A,N/A,1,0,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930. ",N/A,No evidence to suggest anything other than terrestrial.,1,0,0,0,N/A,Little ecological study.,http://www.catsg.org/index.php?id=104,0,N/A,1,1,1,"He, Yueqiao Kong Yanlin Liu Chengwu, Tianti Li Quanliang Li Cunxin Ma, and Dajun Wang Sheng Li. ""Determining the daily activity pattern of Chinese mountain cat (Felis bieti): A comparative study based on camera-trapping and satellite collar tracking data."" Biodiversity Science 30.9 (2022): 22081.",N/A,Activity data from a protected area.,38,Inferred from Felis Silvestris,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.85,0.13,1.37,Calculated,"Formulas from Boddy et al., 2012"
Felis_chaus,,Carnivora,Felidae,Felis,chaus,7393,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Gray, T. N. E., et al. ""Felis chaus. The IUCN Red List of Threatened Species 2016: e. T8540A50651463."" (2016)",N/A,0,0,0,1,"Gonyea, W., and R. Ashworth. ""The form and function of retractile claws in the Felidae and other representative carnivorans."" Journal of Morphology 145.2 (1975): 229-238.",N/A,N/A,0,"Wallach, Arian D., et al. ""What is an apex predator?."" Oikos 124.11 (2015): 1453-1461.",N/A,N/A,1,1,0,0,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.  Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.
",N/A,N/A,1,0,0,0,Family,"Lots of information on diet, but little on behaviour.",N/A,0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,41,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",0.94,0.15,1.52,Calculated,"Formulas from Boddy et al., 2012"
Felis_margarita,,Carnivora,Felidae,Felis,margarita,2525,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,0,1,"Gonyea, W., and R. Ashworth. ""The form and function of retractile claws in the Felidae and other representative carnivorans."" Journal of Morphology 145.2 (1975): 229-238.",N/A,N/A,0,"Wallach, Arian D., et al. ""What is an apex predator?."" Oikos 124.11 (2015): 1453-1461.",N/A,N/A,1,1,1,0,"Sliwa, A., Ghadirian, T., Appel, A., Banfield, L., Sher Shah, M. & Wacher, T. 2016. Felis margarita. The IUCN Red List of Threatened Species 2016: e.T8541A50651884. https://dx.doi.org/10.2305/IUCN.UK.2016-2.RLTS.T8541A50651884.en. Downloaded on 20 August 2021. Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,1,0,0,0,Family,"Lots of information on diet, and likely an ambush predator, but it is not expressively stated. ",N/A,0,N/A,1,1,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,24,Imputed,COMBINE (imputation_phylo_756),1.25,0.17,1.71,Calculated,"Formulas from Boddy et al., 2012"
Felis_nigripes,,Carnivora,Felidae,Felis,nigripes,1300,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,VU,0,100,0,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Renard, Aurélie, et al. ""Felis nigripes (Carnivora: Felidae)."" Mammalian Species 47.925 (2015): 78-83",N/A,0,0,0,1,"Gonyea, W., and R. Ashworth. ""The form and function of retractile claws in the Felidae and other representative carnivorans."" Journal of Morphology 145.2 (1975): 229-238.",N/A,N/A,0,"Dalerum, Fredrik. ""Phylogenetic reconstruction of carnivore social organizations."" Journal of Zoology 273.1 (2007): 90-97.",N/A,N/A,1,1,0,0,"Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",Genus,N/A,1,0,0,0,Family,"Lots of information on diet, and likely an ambush predator, but it is not expressively stated. ",N/A,0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,21,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.77,0.23,2.2,Calculated,"Formulas from Boddy et al., 2012"
Felis_silvestris,Includes Felis_lybica,Carnivora,Felidae,Felis,silvestris,5500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,90,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,1,"Yamaguchi, N., Kitchener, A., Driscoll, C. & Nussberger, B. 2015. Felis silvestris. The IUCN Red List of Threatened Species 2015: e.T60354712A50652361. http://dx.doi.org/10.2305/IUCN.UK.2015-2.RLTS.T60354712A50652361.en. Downloaded on 12 September 2018.",,0,0,0,1,"Gonyea, W., and R. Ashworth. ""The form and function of retractile claws in the Felidae and other representative carnivorans."" Journal of Morphology 145.2 (1975): 229-238.",N/A,N/A,0,"Wallach, Arian D., et al. ""What is an apex predator?."" Oikos 124.11 (2015): 1453-1461.",N/A,N/A,1,1,0,1,"Pallandre, Jean-Pierre, et al. ""Variation in the sacroiliac joint in Felidae."" PeerJ 9 (2021): e11116.Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,1,0,0,0,Family,"Lots of information on diet, and likely an ambush predator, but it is not expressively stated, also scavenge",N/A,0,N/A,1,0,0,"Sunquist, Mel, and Fiona Sunquist. Wild cats of the world. University of chicago press, 2017.",N/A,Activity data from a protected area.,38,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.1,0.17,1.69,Calculated,"Formulas from Boddy et al., 2012"
Galictis_cuja,,Carnivora,Mustelidae,Galictis,cuja,1000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,20,60,20,Reported ,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,1,0,"Yensen, E., & Tarifa, T. (2003). Galictis cuja. Mammalian Species, (728), 1-8.",N/A,N/A,1,"Yensen, E., & Tarifa, T. (2003). Galictis cuja. Mammalian Species, (728), 1-8.",N/A,N/A,1,0,0,1,"Yensen, E., & Tarifa, T. (2003). Galictis cuja. Mammalian Species, (728), 1-8. Middleton, Owen, et al. ""CarniDIET 1.0: A database of terrestrial carnivorous mammal diets."" Global Ecology and Biogeography 30.6 (2021): 1175-1182.",N/A,N/A,0,1,0,0,N/A,N/A,"Yensen, E., & Tarifa, T. (2003). Galictis cuja. Mammalian Species, (728), 1-8.",0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,17,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.7,0.21,2.04,Calculated,"Formulas from Boddy et al., 2012"
Galictis_vittata,,Carnivora,Mustelidae,Galictis,vittata,3200,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,20,60,20,Reported ,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,1,0,"Yensen, E., & Tarifa, T. (2003). Galictis vittata. Mammalian Species, 2003(727), 1-8.",N/A,N/A,1,"Yensen, E., & Tarifa, T. (2003). Galictis vittata. Mammalian Species, 2003(727), 1-8.",N/A,Hunt in small groups,1,0,1,0,"Yensen, E., & Tarifa, T. (2003). Galictis vittata. Mammalian Species, 2003(727), 1-8.",N/A,N/A,0,1,0,0,N/A,N/A,"Yensen, E., & Tarifa, T. (2003). Galictis vittata. Mammalian Species, 2003(727), 1-8.",0,N/A,1,1,1,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,25,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.08,0.15,1.53,Calculated,"Formulas from Boddy et al., 2012"
Galidictis_grandidieri,Galidictis_fasciata_grandidieri,Carnivora,Eupleridae,Galidictis,grandidieri,1400,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,EN,0,70,30,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,0,1,"Andriatsimietry, R., et al. ""Seasonal variation in the diet of Galidictis grandidieri Wozencraft, 1986 (Carnivora: Eupleridae) in a subarid zone of extreme south  Western Madagascar."" Journal of Zoology 279.4 (2009): 410-415.",N/A,N/A,1,"Andriatsimietry, R., Goodman, S.M., Razafimahatratra, E., Jeglinski, J.W.E., Marquard, M. and Ganzhorn, J.U., 2009. Seasonal variation in the diet of Galidictis grandidieri Wozencraft, 1986 (Carnivora: Eupleridae) in a sub‐arid zone of extreme south‐western Madagascar. Journal of Zoology, 279(4), pp.410-415.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.). Andriatsimietry, R., Goodman, S.M., Razafimahatratra, E., Jeglinski, J.W.E., Marquard, M. and Ganzhorn, J.U., 2009. Seasonal variation in the diet of Galidictis grandidieri Wozencraft, 1986 (Carnivora: Eupleridae) in a sub‐arid zone of extreme south‐western Madagascar. Journal of Zoology, 279(4), pp.410-415.",N/A,N/A,1,0,0,1,N/A,Rare species with little ecological knowledge. Ambush based description of hunting behaviour and genus.,"Andriatsimietry, R., et al. ""Seasonal variation in the diet of Galidictis grandidieri Wozencraft, 1986 (Carnivora: Eupleridae) in a subarid zone of extreme south  Western Madagascar."" Journal of Zoology 279.4 (2009): 410-415.",0,N/A,1,1,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,19,Imputed,COMBINE (imputation_phylo_756),1.54,0.2,1.94,Calculated,"Formulas from Boddy et al., 2012"
Genetta_abyssinica,,Carnivora,Viverridae,Genetta,abyssinica,1650,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,DD,0,90,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,0,1,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,0,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.",N/A,N/A,0,0,0,1,Genus,Rare species with little ecological knowledge. Ambush based upon Genus level inference,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,17,Imputed,COMBINE (imputation_phylo_756),1.24,0.16,1.59,Calculated,"Formulas from Boddy et al., 2012"
Genetta_angolensis,,Carnivora,Viverridae,Genetta,angolensis,1650,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403.",Original source inaccessible,LC,0,90,10,Reported,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,0,N/A,No evidence,0,0,0,1,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,0,"Macdonald, D. (2006). The Encyclopedia of Mammals.",N/A,N/A,1,1,0,0,"Macdonald, David W. (2006). Encyclopedia of mammals (3rd ed.",N/A,N/A,0,0,0,1,Genus,Rare species with little ecological knowledge. Ambush based upon Genus level inference,N/A,0,N/A,1,0,0,"Nowak R.M. (1999). Walker's mammals of the world. Sixth edition edn. The Johns Hopkins University Press, Baltimore, Maryland.",N/A,,16,Reported,"Tsuboi, Masahito, et al. ""Breakdown of brain–body allometry and the encephalization of birds and mammals."" Nature Ecology & Evolution 2.9 (2018): 1492-1500.",1.14,0.15,1.47,Calculated,"Formulas from Boddy et al., 2012"
